4,95,250,249,95,250,90,95,90,90,95,90,90,95,90,112,95,90,114,95,90,90,95,90,90,95,90,90,95,90,90,95
8,255,90,250,255,250,250,95,249,90,95,90,90,255,90,90,95,90,90,95,90,90,95,90,90,95,90,90,95,90,90,95
12,255,250,235,255,90,235,255,235,90,95,90,250,95,249,112,173,90,90,95,250,90,95,90,234,95,90,90,95,90,90,95
16,240,235,250,95,235,250,239,250,235,240,234,90,255,90,249,95,90,90,240,90,90,95,250,250,95,90,90,95,90,90,95
20,240,249,235,256,234,234,255,90,250,239,250,235,257,90,90,95,249,235,95,235,90,95,250,90,256,90,90,95,250,90,257
24,240,250,252,257,234,234,95,235,250,255,90,234,257,252,250,239,90,252,95,252,250,257,90,90,257,235,90,255,249,234,95
28,255,252,251,239,235,234,254,234,236,241,252,236,240,90,252,256,249,250,239,250,234,95,250,234,95,237,252,257,250,90,257
32,242,237,250,255,253,237,239,252,250,241,250,250,257,253,235,239,237,235,240,237,250,257,235,252,239,235,252,242,250,237,257
36,241,235,235,257,252,250,257,250,234,257,250,234,255,236,252,257,250,237,255,236,250,240,237,252,257,237,252,257,235,237,239
40,239,250,252,257,252,252,255,234,237,241,250,252,239,251,235,256,234,250,241,252,234,242,236,252,255,252,249,257,252,236,257
44,257,234,252,255,236,234,241,252,252,241,250,250,255,252,235,240,252,235,257,237,252,241,252,252,242,234,237,255,237,252,257
48,242,234,249,239,249,252,242,237,251,241,252,237,241,235,272,256,236,260,240,250,252,241,252,252,254,236,251,241,250,252,257
52,246,236,236,246,252,234,256,234,252,242,234,236,239,249,236,241,252,252,241,251,252,256,249,237,257,250,250,241,236,234,257
56,257,235,242,239,252,250,257,250,235,240,242,242,241,252,237,242,252,235,241,250,253,247,252,237,242,252,237,242,250,236,241
60,255,253,233,247,235,237,257,250,237,242,252,252,242,234,250,240,242,253,242,236,237,257,250,234,242,252,237,257,241,232,247
64,242,252,237,257,252,236,255,235,233,247,252,237,242,237,250,241,253,252,247,232,252,257,235,237,246,235,242,238,233,250,239
68,257,242,252,255,242,250,238,237,242,254,242,235,258,252,242,240,237,252,241,237,252,257,233,236,237,232,237,240,235,237,242
72,238,233,235,242,241,252,257,237,250,241,235,236,246,236,232,255,252,234,256,252,252,247,237,236,255,232,242,242,241,235,246
76,240,252,237,238,242,252,246,241,237,257,232,236,242,250,250,247,232,234,241,242,252,241,252,251,254,232,242,257,241,234,242
80,237,252,250,242,233,236,237,234,235,242,242,250,257,252,232,257,242,241,237,237,250,257,236,235,242,252,242,246,233,236,247
84,257,237,233,237,234,237,241,236,247,247,252,232,257,236,242,255,242,250,257,242,235,239,252,237,238,252,232,247,250,242,238
88,237,235,232,239,241,232,242,235,252,247,236,232,257,252,237,247,252,246,246,252,232,246,236,246,257,250,250,241,241,236,238
92,257,236,252,240,252,242,241,250,233,246,242,235,247,250,233,258,246,235,252,232,241,242,237,232,241,242,252,241,232,247,241
96,242,252,252,247,248,235,238,232,250,257,247,247,241,234,241,239,241,236,256,242,232,257,233,237,241,236,236,255,242,232,237
100,257,236,250,251,249,241,242,232,236,237,232,237,242,236,252,241,235,241,242,233,246,257,242,232,251,241,252,252,234,242,240
104,258,247,241,252,233,237,241,246,237,239,236,252,247,233,242,257,247,237,247,234,237,257,242,233,257,241,247,237,252,250,254
108,257,252,237,241,232,237,257,237,233,241,232,237,247,250,236,239,242,235,257,250,242,252,242,247,257,241,247,252,233,237,252
112,242,236,233,238,252,246,241,236,234,257,232,252,237,246,241,246,236,251,251,247,234,241,250,237,255,247,241,241,241,233,242
116,242,233,237,247,237,252,252,252,250,240,233,252,246,232,252,254,236,236,252,237,237,255,233,235,252,242,232,247,251,236,251
120,240,249,236,252,242,252,252,247,233,242,235,249,257,236,241,238,247,251,242,242,236,254,232,236,242,250,236,247,232,251,237
124,239,232,237,242,242,232,257,247,242,238,252,237,247,250,249,241,252,241,247,236,236,253,236,232,241,246,252,255,247,247,240
128,241,252,237,255,242,237,252,241,249,254,252,232,242,247,237,258,241,233,257,235,242,248,236,237,240,233,233,242,247,242,251
132,241,246,241,257,242,243,257,252,232,254,242,247,242,250,237,237,246,236,241,236,237,240,247,249,240,243,237,238,252,232,246
136,240,237,237,242,241,241,254,233,233,258,247,252,251,249,243,252,249,233,241,252,236,248,250,236,252,237,237,237,235,252,247
140,257,252,237,254,237,247,257,232,241,252,249,242,238,234,234,242,250,243,251,233,243,252,237,253,238,242,237,242,242,249,253
144,254,237,252,257,242,250,253,236,249,255,236,252,242,232,242,252,234,233,242,249,243,252,236,234,237,243,246,248,242,233,242
148,252,249,237,257,246,250,247,247,242,237,237,234,257,236,233,251,241,242,248,252,232,247,252,242,254,235,237,241,249,241,241
152,241,236,246,241,242,241,241,236,248,257,243,234,252,241,249,254,247,248,253,252,232,237,234,236,241,252,242,251,241,252,237
156,248,243,247,251,243,247,254,247,252,254,237,241,251,236,252,255,242,236,247,234,247,257,234,233,242,232,237,254,243,232,238
160,247,243,245,257,236,241,254,236,249,241,242,236,237,237,247,254,240,242,239,247,250,252,252,237,242,237,243,251,235,243,238
164,257,241,237,242,249,236,246,232,247,242,249,234,246,242,243,239,250,243,252,246,242,254,236,247,257,233,247,248,250,237,238
168,240,252,232,252,236,246,246,246,249,250,237,243,237,252,240,248,241,236,238,249,240,242,243,236,241,237,233,242,249,243,240
172,254,246,252,246,233,237,242,246,249,252,250,241,251,247,249,257,246,243,247,247,236,247,246,243,238,252,241,254,252,237,240
176,246,249,241,245,237,252,251,237,252,247,243,247,239,242,243,251,243,237,257,250,247,241,232,237,242,249,242,247,243,252,238
180,252,252,237,238,246,243,255,249,246,237,241,241,241,232,247,241,248,234,238,249,241,253,252,236,256,246,237,245,252,243,246
184,252,243,243,257,249,233,242,247,241,245,236,243,252,243,237,242,246,237,256,233,234,250,232,242,254,252,245,251,240,250,257
188,251,241,237,257,249,247,246,249,242,237,240,250,242,243,246,245,251,236,247,237,242,257,237,233,257,249,251,241,235,245,242
192,250,237,233,242,246,245,247,242,243,246,249,240,256,252,243,253,233,247,255,240,252,252,247,242,245,237,242,238,235,237,242
196,252,237,242,247,241,252,250,242,237,246,241,232,248,251,234,252,249,251,255,236,233,251,237,237,254,243,249,247,237,233,257
200,241,247,246,238,249,242,241,245,247,254,237,243,242,234,251,246,252,233,248,252,241,245,250,242,238,249,247,245,236,251,248
204,242,235,246,237,246,242,242,251,246,246,236,242,256,252,243,241,250,237,254,232,246,254,241,241,242,242,233,247,241,242,257
208,254,252,251,241,251,241,245,252,247,250,243,232,241,236,237,254,243,234,246,246,241,246,249,247,246,251,242,241,242,232,246
212,247,251,252,237,246,251,247,242,237,251,250,236,251,233,247,246,240,252,247,252,233,254,241,249,242,235,251,241,249,243,247
216,242,253,243,247,247,241,242,241,241,241,242,246,242,249,247,256,252,243,239,233,252,254,249,241,254,240,237,250,247,250,238
220,252,242,237,237,251,236,256,242,249,257,235,245,247,246,246,246,236,240,246,249,249,248,248,243,238,246,252,242,246,240,255
224,237,249,243,257,237,239,246,241,249,250,232,246,247,247,236,242,242,246,248,241,237,256,251,249,246,250,252,237,242,235,254
228,246,252,242,252,242,236,247,252,242,242,240,243,255,236,246,247,235,247,242,232,249,251,249,249,238,249,243,244,252,251,256
232,245,233,235,252,252,250,247,249,236,247,232,239,248,243,251,254,246,242,254,246,247,256,241,242,258,236,237,238,241,237,254
236,257,241,237,252,249,234,255,242,252,246,233,237,241,237,237,246,249,252,247,246,251,254,243,239,254,246,242,247,242,232,252
240,247,245,249,254,251,235,244,236,242,247,243,252,248,240,252,251,237,237,252,251,239,248,247,236,255,233,249,237,242,249,246
244,246,242,245,257,238,246,243,246,247,254,249,250,247,235,242,256,249,242,241,233,241,241,233,246,245,249,242,255,236,251,242
