threads,2,4,8,16,32,64,128,256,512,1024,2048,4096,8192,16384,32768,65536,131072,262144
32,7.8737,8.40343,8.69596,8.84988,8.92908,8.96915,8.98932,8.99944,9.00451,9.00705,9.00832,9.00895,9.00927,9.00943,9.00951,9.00955,9.00957,9.00958
64,15.4339,16.5372,17.1502,17.474,17.6406,17.7251,17.7676,17.7889,17.7996,17.805,17.8077,17.809,17.8097,17.81,17.8102,17.8103,17.8103,17.8103
128,17.2119,18.9225,19.912,20.4466,20.7248,20.8667,20.9384,20.9745,20.9925,21.0016,21.0061,21.0084,21.0095,21.0101,21.0104,21.0105,21.0106,21.0106
256,17.1947,18.9121,19.9062,20.4435,20.7232,20.8659,20.938,20.9743,20.9924,21.0015,21.0061,21.0084,21.0095,21.0101,21.0104,21.0105,21.0106,21.0106
512,33.7489,37.4335,39.5949,40.772,41.3872,41.7018,41.8609,41.941,41.9811,42.0012,42.0112,42.0162,42.0188,42.02,42.0206,42.021,42.0211,42.0212
1024,55.594,65.1473,71.5672,75.1038,76.9505,77.979,78.545,78.8238,78.9585,79.0295,79.0647,79.0811,79.0902,79.0946,79.0967,79.0978,79.0983,79.0986
