8192,14
8448,14
8704,14
8960,14
9216,14
9472,14
9728,14
9984,14
10240,14
10496,14
10752,14
11008,14
11264,14
11520,14
11776,14
12032,14
12288,14
12544,14
12800,14
13056,14
13312,14
13568,14
13824,14
14080,14
14336,14
14592,14
14848,14
15104,14
15360,14
15616,14
15872,14
16128,14
16384,14
16640,14
16896,14
17152,14
17408,14
17664,14
17920,14
18176,14
18432,14
18688,14
18944,14
19200,14
19456,14
19712,14
19968,14
20224,14
20480,14
20736,14
20992,14
21248,14
21504,14
21760,14
22016,14
22272,14
22528,14
22784,14
23040,14
23296,14
23552,14
23808,14
24064,14
24320,14
24576,14
24832,14
25088,14
25344,14
25600,14
25856,14
26112,14
26368,14
26624,14
26880,14
27136,14
27392,14
27648,14
27904,14
28160,14
28416,14
28672,14
28928,14
29184,14
29440,14
29696,14
29952,14
30208,14
30464,14
30720,14
30976,14
31232,14
31488,14
31744,14
32000,14
32256,14
32512,14
32768,14
33024,14
33280,14
33536,14
33792,14
34048,14
34304,14
34560,14
34816,14
35072,14
35328,14
35584,14
35840,14
36096,14
36352,14
36608,14
36864,14
37120,14
37376,14
37632,14
37888,14
38144,14
38400,14
38656,14
38912,14
39168,14
39424,14
39680,14
39936,14
40192,14
40448,14
40704,14
40960,14
41216,14
41472,14
41728,14
41984,14
42240,14
42496,14
42752,14
43008,14
43264,14
43520,14
43776,14
44032,14
44288,14
44544,14
44800,14
45056,14
45312,14
45568,14
45824,14
46080,14
46336,14
46592,14
46848,14
47104,14
47360,14
47616,14
47872,14
48128,14
48384,14
48640,14
48896,14
49152,14
49408,14
49664,14
49920,14
50176,14
50432,14
50688,14
50944,14
51200,14
51456,14
51712,14
51968,14
52224,14
52480,14
52736,14
52992,14
53248,14
53504,14
53760,14
54016,14
54272,14
54528,14
54784,14
55040,14
55296,14
55552,14
55808,14
56064,14
56320,14
56576,14
56832,14
57088,14
57344,14
57600,14
57856,14
58112,14
58368,14
58624,14
58880,14
59136,14
59392,14
59648,14
59904,14
60160,14
60416,14
60672,14
60928,14
61184,14
61440,14
61696,14
61952,14
62208,14
62464,14
62720,14
62976,14
63232,14
63488,14
63744,14
64000,14
64256,14
64512,14
