4,237,66,236,236,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66
8,235,236,236,236,66,236,66,66,236,66,236,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66
12,236,235,237,66,236,236,66,66,236,66,234,66,66,234,235,236,66,66,66,66,236,66,66,66,66,66,66,66,66,66,66
16,233,234,237,236,234,236,234,234,66,66,236,235,66,234,66,236,236,66,234,236,66,66,66,66,66,66,66,66,66,66,66
20,233,233,233,236,234,233,66,233,66,234,66,236,66,233,235,234,236,66,234,236,234,66,66,66,66,237,66,233,66,66,237
24,234,233,236,234,234,234,66,234,66,234,237,236,236,234,234,66,236,234,236,66,234,234,235,66,234,66,233,233,66,66,237
28,234,233,234,234,233,236,229,233,66,234,230,234,236,234,234,229,234,236,66,235,234,234,235,66,236,229,236,234,234,66,234
32,234,237,233,235,234,228,233,234,234,229,234,235,234,234,230,229,235,229,236,234,229,236,230,234,234,229,234,234,234,236,234
36,229,234,234,234,234,228,233,229,233,234,233,234,233,235,229,233,229,235,235,233,233,234,235,234,236,233,230,236,235,234,229
40,233,236,236,234,234,234,233,233,234,234,234,234,234,233,233,236,230,236,234,229,233,229,234,234,236,234,229,230,234,236,229
44,234,234,234,230,230,234,233,229,234,233,236,234,233,234,230,229,234,234,235,237,237,230,236,236,235,235,235,234,230,230,234
48,234,230,234,236,234,234,230,234,230,234,233,234,236,230,236,230,231,231,234,235,234,234,230,230,236,237,234,229,230,235,234
52,234,237,234,234,234,236,230,234,233,233,230,235,231,230,236,236,234,233,234,234,231,230,231,234,231,230,234,230,235,234,235
56,234,234,230,233,230,234,234,234,230,236,234,233,234,230,235,232,233,229,235,236,229,233,229,235,232,232,229,230,230,233,236
60,233,230,236,234,233,236,229,229,229,234,235,230,229,233,229,234,237,236,230,234,229,234,229,234,234,233,234,230,233,232,232
64,234,237,233,234,230,234,229,230,235,235,234,236,229,230,230,234,229,237,229,233,230,231,234,234,234,235,231,234,233,234,230
68,229,233,234,232,229,230,230,233,229,235,235,230,230,229,235,234,234,230,235,230,236,229,237,233,233,232,232,229,233,234,234
72,232,233,233,236,229,233,232,229,228,228,235,235,228,232,234,232,230,233,235,229,236,230,232,234,229,229,232,234,233,229,229
76,229,233,234,229,229,232,234,233,229,229,232,235,229,230,229,232,233,233,234,229,233,233,235,233,229,234,233,235,232,233,230
