4,305,110,45,44,45,45,45,45,45,45,45,45,45,45,44,45,110,45,45,45,45,44,45,45,45,45,45,45,45,45,45,44,110,45,45,45,45,45,45,45,45,44,45,45,45,45,45,45,110,45,45,44,45,45,45,45,45,45,45,45,45,44,45,51
8,306,110,45,44,45,45,45,45,110,45,45,45,45,45,44,45,110,45,45,45,45,44,45,45,110,45,45,45,45,45,45,44,258,45,45,45,45,45,45,45,110,44,45,45,45,45,45,45,110,45,45,44,45,45,45,45,110,45,45,45,45,44,45,51
12,306,110,45,44,45,45,109,45,45,45,45,110,45,45,44,45,110,45,45,45,45,44,256,45,45,45,45,110,45,45,45,44,110,45,45,45,45,45,109,45,45,44,45,254,45,45,45,45,110,45,45,44,45,45,109,45,45,45,45,110,45,44,45,51
16,307,110,45,44,110,45,45,45,110,45,45,45,110,45,44,45,257,45,45,45,110,44,45,45,110,45,45,45,110,45,45,44,255,45,45,45,110,45,45,45,110,44,45,45,110,45,45,45,258,45,45,44,110,45,45,45,110,45,45,45,110,44,45,51
20,307,110,45,44,110,45,45,110,45,45,109,45,45,257,44,45,110,45,45,45,110,44,45,110,45,45,254,45,45,110,45,44,110,45,45,45,110,45,45,257,45,44,109,45,45,110,45,45,110,45,45,44,249,45,45,110,45,45,109,45,45,109,45,51
24,306,110,45,109,45,45,109,45,110,45,45,257,45,45,108,45,110,45,45,110,45,44,253,45,110,45,45,110,45,45,109,44,257,45,45,110,45,45,109,45,110,44,45,249,45,45,109,45,110,45,45,109,45,45,249,45,110,45,45,110,45,44,109,51
28,306,110,45,109,45,110,45,110,45,45,256,45,110,45,108,45,110,45,45,255,45,109,45,110,45,45,109,45,258,45,109,44,110,45,45,110,45,248,45,110,45,44,109,45,110,45,251,45,110,45,45,109,45,110,45,248,45,45,109,45,110,44,109,51
32,307,110,109,44,110,45,109,45,258,45,109,45,110,45,108,45,256,45,109,45,110,44,109,45,258,45,109,45,110,45,109,44,248,45,109,45,110,45,109,45,252,44,109,45,110,45,109,45,248,45,109,44,110,45,109,45,252,45,109,45,110,44,109,51
36,307,110,109,44,110,45,109,45,258,110,45,110,45,110,44,256,110,45,109,45,110,44,256,45,110,110,45,110,45,247,45,109,110,45,109,45,251,45,109,45,110,109,45,249,45,110,45,110,110,45,250,44,110,45,109,45,110,248,45,110,45,109,45,116
40,307,110,109,44,110,110,45,257,110,45,109,45,110,255,44,110,110,45,109,45,258,109,45,110,110,45,247,45,110,110,45,109,251,45,109,45,110,110,45,247,110,44,109,45,110,250,45,110,110,45,109,44,248,110,45,110,110,45,251,45,110,109,45,116
44,307,110,109,109,45,110,256,45,110,110,45,110,255,45,108,110,110,45,257,110,45,109,109,45,248,110,45,110,110,45,251,109,110,45,109,248,45,110,109,45,110,250,45,110,110,45,109,247,110,45,109,109,45,252,109,45,110,110,45,249,110,44,109,116
48,305,110,109,109,110,45,256,110,110,45,109,254,110,45,108,110,256,45,109,110,110,44,246,110,110,45,109,250,110,45,109,109,247,45,109,110,110,45,250,110,110,44,109,247,110,45,109,110,252,45,109,109,110,45,246,110,110,45,109,252,110,44,109,116
52,306,110,109,109,110,256,45,110,110,110,254,45,110,110,108,257,110,45,109,110,247,109,45,110,110,250,109,45,110,110,246,109,110,45,109,252,110,110,45,110,247,109,109,45,110,252,109,110,110,45,246,109,110,110,45,251,110,110,109,45,251,109,109,116
56,307,110,109,109,110,256,109,110,110,45,253,110,110,110,255,110,110,45,109,248,110,109,109,252,110,45,109,110,247,110,109,109,250,45,109,110,110,247,109,110,110,44,251,110,110,110,246,110,110,45,109,250,110,110,109,251,110,45,109,110,254,109,109,116
60,307,110,109,109,110,258,109,110,110,253,109,110,110,258,108,110,110,45,247,110,110,109,251,110,110,110,246,110,110,110,248,109,110,45,109,248,110,110,109,251,110,109,109,248,110,110,109,252,110,45,109,109,250,110,109,110,254,110,109,110,252,109,109,116
64,307,110,109,109,257,110,109,110,254,110,109,110,257,110,108,110,247,110,109,110,250,109,109,110,247,110,109,110,250,110,109,109,248,110,109,110,251,110,109,110,247,109,109,110,252,110,109,110,251,110,109,109,253,110,109,110,252,110,109,110,254,109,109,116
68,306,110,109,109,257,110,109,110,255,110,109,110,257,110,108,110,247,110,109,250,110,109,109,248,110,110,109,252,110,110,109,246,110,110,250,110,110,110,246,110,110,109,252,110,110,110,250,110,110,254,109,109,110,251,109,110,110,254,109,110,110,251,109,116
72,306,110,109,109,257,110,109,110,255,110,109,256,110,110,108,247,110,110,250,110,110,109,247,110,110,251,109,110,110,248,109,109,252,110,109,110,247,110,109,110,252,109,109,252,110,110,109,255,110,110,251,109,110,110,252,110,110,252,109,110,110,246,109,116
76,306,110,109,109,257,110,109,256,110,110,109,257,110,110,247,110,110,251,109,110,110,247,109,110,250,110,109,248,110,110,109,251,110,110,247,110,110,110,251,110,110,251,109,110,254,110,109,110,252,110,109,253,110,110,251,110,110,110,246,110,110,250,109,116
80,305,110,109,109,257,110,109,255,110,110,256,110,110,246,108,110,250,110,109,110,248,109,109,251,110,110,246,110,110,252,109,109,248,110,109,110,252,110,109,252,110,109,253,110,110,251,109,110,253,110,109,109,251,110,109,247,110,110,251,110,110,247,109,116
84,306,110,109,109,258,110,109,254,110,110,255,110,110,246,108,110,250,110,109,248,110,109,251,110,110,247,109,110,250,110,109,247,110,110,250,110,110,252,109,110,254,109,109,251,110,110,253,110,110,251,109,109,248,110,109,251,110,110,246,110,110,252,109,116
