144,916,772,916,632,472,1048,800,644,1096,928,628,1412,624,888,624,784,616,996,1100,632,884,440,752,636,952,1328,620,932,624,748,624,896,628,788,888,636,872,396,948,636,836,900,636,1272,632,904,636,756,616,896,1172,624,916,440,852,624,580,492,640,584,632,492,644,572,636,492,588,628,480,408,568,632,496,672,624,476,640,572,640,484,628,576,508,624,600,492,964,620,576,508,636,576,636,484,640,604,628,484,580,636,508,424,576,636,484,576,620,484,624,1020,616,484,616,580,492,640,584,436,664,632,568,488,640,584,628,480,636,568
148,988,916,896,632,496,508,764,644,808,912,628,788,632,848,1348,632,880,412,876,624,852,1356,624,888,416,876,632,900,1300,636,888,640,820,464,640,496,1232,496,644,492,872,644,856,500,900,648,784,864,624,812,644,904,776,644,548,632,544,628,572,516,632,1160,404,540,616,576,504,628,532,632,540,628,560,1048,636,536,636,884,560,624,504,1384,560,640,1296,564,628,532,484,544,628,536,592,628,508,628,548,560,644,568,424,516,628,544,540,628,576,428,516,632,548,544,636,576,648,520,540,636,540,648,576,648,504,768,640,544,456,560
152,900,784,920,628,728,640,788,1416,936,936,644,724,876,644,896,628,908,1408,644,880,432,772,912,636,1432,400,928,644,768,908,440,780,616,880,732,628,956,644,732,888,632,816,628,916,740,640,884,640,772,920,636,736,404,568,504,636,592,448,472,640,556,500,416,592,632,544,556,640,504,632,584,464,628,560,644,496,584,632,468,644,932,496,644,912,440,496,564,644,496,412,616,648,864,572,440,524,624,592,480,648,568,648,504,596,636,476,628,1072,504,644,916,640,476,560,628,504,416,596,464,628,556,424,504,628,584,464,396,560
156,880,1312,904,432,500,636,768,816,456,916,764,624,856,628,832,884,620,772,624,856,804,624,900,644,772,912,440,808,896,632,824,496,1316,808,628,944,640,780,792,640,860,620,972,784,448,864,640,816,908,432,780,552,624,496,460,572,520,616,540,632,540,576,620,508,624,548,544,460,1024,632,508,544,412,536,564,628,508,640,568,536,628,568,644,540,548,640,540,636,596,516,444,552,564,644,576,432,608,548,632,544,644,580,520,644,552,640,548,576,432,520,636,900,544,460,1044,508,628,540,408,544,564,624,508,624,540,536,624,564
160,1032,1924,920,448,532,792,632,1316,616,940,1396,400,880,796,648,912,636,1416,880,436,764,916,636,736,632,932,772,412,916,784,640,488,620,464,520,496,456,808,640,820,620,1448,748,412,888,776,628,928,624,740,572,440,508,596,624,480,624,560,508,420,596,468,628,560,616,512,588,1460,468,564,628,516,628,588,472,1420,592,496,644,592,632,500,572,440,500,616,640,476,620,576,528,444,596,1100,640,572,640,852,600,456,476,576,632,508,616,596,480,412,920,508,640,916,624,468,564,428,508,588,628,464,620,564,496,408,584,472,624,592
164,1036,916,892,420,592,784,424,812,912,628,780,644,872,828,628,876,780,448,836,792,440,1576,776,628,916,632,796,880,1288,828,476,428,492,488,624,504,880,632,844,620,880,792,456,872,800,444,896,788,628,724,632,536,864,632,528,552,420,532,564,628,516,552,640,536,620,556,516,448,556,524,440,824,520,628,584,644,528,560,644,1264,560,428,532,588,440,528,564,640,556,620,560,528,460,560,532,448,564,528,636,564,536,636,568,636,528,552,424,532,748,420,516,548,628,536,620,552,512,620,552,524,436,552,516,624,580,524,632,616
168,920,776,920,648,476,804,444,772,932,444,740,888,440,788,900,1112,744,888,444,756,904,628,784,940,616,1252,804,628,1560,624,892,1272,620,948,1380,620,904,1288,428,908,760,420,896,764,408,920,752,420,584,496,412,588,492,636,576,492,632,588,484,632,572,628,500,576,640,480,580,648,488,720,432,484,604,496,488,584,436,512,580,448,492,608,460,488,584,644,516,584,620,492,580,632,492,640,588,472,616,584,464,628,588,472,424,572,460,408,588,460,1020,488,460,408,476,460,408,492,448,628,872,464,616,520,848,636,484,640,1104,580
172,1012,908,888,644,768,780,640,824,900,640,768,864,820,640,868,776,624,832,784,624,1388,772,624,908,752,632,876,892,496,472,488,436,484,500,452,880,844,464,880,788,456,1396,800,440,896,788,456,560,616,448,564,528,456,552,532,444,564,516,444,1248,536,632,892,512,616,552,816,640,552,516,644,576,520,628,552,544,1216,636,524,904,612,520,560,640,548,556,628,1240,556,620,524,560,416,520,556,428,532,680,412,524,548,416,528,560,416,512,544,412,528,548,412,512,548,1440,524,1328,404,516,576,444,520,552,412,544,556,632,524,584
176,1028,872,912,472,632,800,764,408,928,1112,412,884,748,408,896,744,612,888,752,900,632,744,936,468,720,900,432,792,500,448,452,512,628,1124,904,808,644,908,760,424,904,768,416,924,760,424,644,500,620,924,496,572,632,788,588,444,480,572,440,496,576,432,480,576,632,488,576,480,632,604,484,408,580,512,440,580,488,412,1044,484,616,584,756,660,624,488,496,448,452,488,440,468,500,1448,460,492,628,472,492,460,636,492,460,412,488,460,412,480,460,416,492,1104,628,480,464,520,632,448,484,436,492,500,448,452,512,464,1048,504
180,1148,816,1364,496,448,764,812,452,916,760,648,852,832,884,416,768,852,408,800,896,772,636,1304,804,448,892,820,468,780,804,940,632,948,868,416,1572,896,644,1416,864,808,1424,904,776,444,548,544,628,568,512,1256,404,536,1112,428,504,532,1000,636,564,504,432,540,532,444,560,508,568,1224,528,1336,420,536,544,632,532,592,512,444,548,560,492,572,516,544,632,540,576,428,872,548,416,544,592,516,636,456,504,456,832,484,648,584,800,464,416,484,456,412,496,464,648,488,480,492,440,468,512,464,460,496,496,628,492,464,416,524,472
184,1012,884,924,460,508,792,780,624,940,728,880,428,1372,908,728,640,880,768,412,920,736,936,464,776,920,444,764,492,464,416,520,456,408,892,824,920,448,748,888,640,776,928,740,408,576,508,596,624,480,560,432,508,596,468,408,1232,508,424,1088,464,564,432,972,584,440,468,592,496,408,492,480,624,568,464,520,488,456,488,492,636,496,460,412,492,468,504,452,1112,492,444,472,500,460,412,624,472,420,1168,452,480,432,1120,492,648,448,484,464,412,492,452,512,624,460,496,448,480,488,464,412,520,456,408,492,492,496,448,460,488
188,1028,928,908,504,512,772,820,920,436,1000,860,836,464,888,776,440,860,808,800,424,776,1456,812,452,900,832,472,420,508,504,456,500,876,864,496,904,792,1308,424,816,912,784,452,556,612,624,580,524,544,412,548,580,512,440,544,552,568,420,1184,544,540,624,568,512,444,568,500,1244,428,564,468,1044,544,600,520,472,424,532,480,432,504,468,508,460,484,504,472,424,512,484,504,456,464,512,464,484,492,460,412,516,476,492,440,468,508,476,424,496,496,644,504,480,524,492,1244,504,504,1384,500,472,532,572,484,504,472,628,508,484
192,908,788,1148,460,412,792,804,936,456,732,884,800,424,912,732,884,432,768,820,732,408,932,768,916,448,1036,888,772,1444,960,736,892,440,820,916,744,408,888,776,924,452,736,572,528,420,596,480,560,428,508,596,468,404,560,508,588,440,468,564,496,412,584,472,512,480,496,496,480,428,488,464,520,488,456,492,492,440,496,460,488,440,468,504,460,408,496,476,500,452,460,480,476,424,500,452,480,432,476,492,448,408,484,460,488,440,452,512,496,412,496,480,488,440,464,520,456,404,488,492,496,448,460,488,468,420,504,456,492
196,892,812,888,508,1196,420,808,908,776,448,868,824,876,412,1172,872,756,1468,880,780,920,800,440,884,832,880,428,804,936,788,456,884,848,884,416,1092,880,804,896,420,792,564,536,452,564,528,552,420,656,568,516,448,548,536,552,516,444,552,540,456,408,500,496,484,436,460,524,476,980,440,488,504,480,432,516,464,508,460,480,492,468,420,508,480,500,468,420,512,472,848,448,472,496,468,416,500,456,496,448,476,492,460,500,452,500,488,460,416,528,480,980,444,488,504,480,432,516,464,508,476,428,496,468,508,460,480,500,468
200,1060,876,916,476,804,444,772,932,744,416,892,792,904,1332,416,896,744,912,752,420,864,764,912,440,804,504,456,512,464,1244,908,812,436,912,764,820,768,412,924,756,588,456,500,592,496,576,444,500,592,484,492,444,464,484,464,412,496,452,480,468,420,524,448,488,440,496,504,456,512,464,472,504,648,432,492,476,504,460,412,496,476,508,980,416,496,476,496,444,464,496,468,492,444,468,488,468,416,500,456,488,472,420,524,1048,492,440,496,504,456,512,468,472,504,940,492,440,476,504,460,412,496,472,508,992,412,496,476,492
204,892,812,888,504,780,420,804,908,952,868,416,1572,876,776,864,420,788,876,756,1300,444,792,876,824,868,424,792,924,780,876,428,844,880,788,788,424,796,888,784,556,424,532,556,524,548,416,528,560,512,444,544,512,452,492,440,468,488,452,496,448,496,1004,456,524,568,472,488,488,500,452,476,868,460,504,452,476,492,468,504,452,480,976,464,508,456,468,492,468,496,444,464,1028,452,492,444,468,484,456,496,444,496,1032,456,524,560,472,488,484,500,452,476,856,460,412,504,472,492,464,412,500,476,1012,464,416,504,464,492,464
208,916,772,916,476,804,772,408,932,1188,888,784,412,900,748,892,756,404,908,728,940,764,908,436,816,896,760,956,460,748,904,812,908,440,760,816,760,916,1172,420,584,496,588,492,424,572,492,588,568,412,568,460,480,460,1160,444,448,1120,464,520,492,988,484,492,496,448,452,508,468,504,476,428,488,472,500,456,412,964,472,504,460,412,492,476,492,460,492,1284,464,488,460,484,432,460,496,452,480,1072,468,520,448,484,492,444,496,452,512,468,420,500,480,488,476,424,636,456,492,888,500,452,460,492,472,1168,440,460,1140,460,488
212,1000,924,904,500,768,816,456,872,764,856,832,888,420,752,856,796,884,768,440,1600,804,1360,816,492,464,500,500,492,868,420,856,896,784,784,812,456,908,780,552,548,480,428,520,1000,508,480,880,440,456,512,472,488,1188,412,500,1156,492,492,440,1088,476,520,468,500,452,500,496,472,528,476,424,500,468,508,484,572,448,472,508,480,500,1104,408,508,1140,488,456,412,1132,468,484,456,496,448,468,492,488,496,472,424,516,464,500,496,576,444,468,528,476,500,1124,416,504,1124,496,468,508,460,480,500,460,508,460,920,488,456,512,472
