4,908,48,520,48,116,48,48,104,48,48,48,48,48,48,48,48,748,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,496,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,496,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,496,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,908,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,480,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,480,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48
8,1408,48,516,48,112,48,48,48,716,48,48,48,48,48,48,48,468,48,48,48,48,48,48,48,468,48,48,48,48,48,48,48,468,48,48,48,48,48,48,48,924,48,48,48,48,48,48,48,492,48,48,48,48,48,48,48,492,48,48,48,48,48,48,48,492,48,48,48,48,48,48,48,880,48,48,48,48,48,48,48,492,48,48,48,48,48,48,48,492,48,48,48,48,48,48,48,492,48,48,48,48,48,48,48,796,48,48,48,48,48,48,48,460,48,48,48,48,48,48,48,460,48,48,48,48,48,48,48
12,884,48,516,48,112,48,744,48,48,48,48,496,48,48,48,48,492,48,48,48,48,48,492,48,48,48,48,908,48,48,48,48,476,48,48,48,48,48,476,48,48,48,48,472,48,48,48,48,864,48,48,48,48,48,476,48,48,48,48,472,48,48,48,48,476,48,48,48,48,48,828,48,48,48,48,488,48,48,48,48,492,48,48,48,48,48,492,48,48,48,48,864,48,48,48,48,476,48,48,48,48,48,476,48,48,48,48,472,48,48,48,48,844,48,48,48,48,48,500,48,48,48,48,496,48,48,48,48
16,856,48,516,48,716,48,48,268,468,48,48,48,468,48,48,48,472,48,48,48,924,48,48,48,488,48,48,48,484,48,48,48,488,48,48,48,884,48,48,48,496,48,48,48,492,48,48,48,496,48,48,48,800,48,48,48,464,48,48,48,460,48,48,48,464,48,48,48,880,48,48,48,496,48,48,48,492,48,48,48,496,48,48,48,744,48,48,48,464,48,48,48,468,48,48,48,464,48,48,48,496,48,48,48,472,48,48,48,468,48,48,48,472,48,48,48,908,48,48,48,488,48,48,48,484,48,48,48
20,872,48,516,48,740,48,48,484,48,48,496,48,48,492,48,48,1004,48,48,48,476,48,48,476,48,48,480,48,48,860,48,48,476,48,48,48,476,48,48,476,48,48,836,48,48,492,48,48,492,48,48,48,500,48,48,856,48,48,472,48,48,468,48,48,476,48,48,48,776,48,48,540,48,48,504,48,48,540,48,48,520,48,48,48,492,48,48,492,48,48,496,48,48,900,48,48,532,48,48,48,476,48,48,540,48,48,896,48,48,476,48,48,468,48,48,48,468,48,48,788,48,48,528,48,48,500,48,48
24,840,48,516,712,316,48,464,48,472,48,48,464,48,48,924,48,496,48,48,496,48,48,492,48,876,48,48,488,48,48,484,48,496,48,48,808,48,48,468,48,472,48,48,472,48,48,876,48,488,48,48,488,48,48,484,48,744,48,48,536,48,48,484,48,720,48,48,468,48,48,540,48,472,48,48,464,48,48,916,48,720,48,48,488,48,48,540,48,912,48,48,488,48,48,492,48,488,48,48,760,48,48,532,48,472,48,48,464,48,48,800,48,472,48,48,464,48,48,468,48,880,48,48,480,48,48,484,48
28,900,48,512,748,312,496,48,492,48,48,536,48,908,48,480,48,476,48,48,484,48,864,48,480,48,48,480,48,480,48,836,48,500,48,48,500,48,496,48,860,48,48,760,48,472,48,472,48,776,48,48,548,48,512,48,504,48,48,496,48,736,48,512,48,500,48,48,904,48,736,48,488,48,48,536,48,904,48,472,48,476,48,48,476,48,788,48,752,48,48,496,48,496,48,1384,48,500,48,48,500,48,496,48,860,48,48,472,48,472,48,472,48,832,48,48,500,48,496,48,496,48,48,844,48,752,48,472,48
32,856,48,1168,48,456,48,464,48,720,48,924,48,496,48,496,48,496,48,928,48,488,48,488,48,488,48,804,48,472,48,472,48,464,48,876,48,488,48,488,48,488,48,748,48,472,48,472,48,472,48,464,48,728,48,472,48,720,48,916,48,728,48,504,48,712,48,916,48,488,48,488,48,488,48,756,48,728,48,472,48,464,48,800,48,952,48,472,48,464,48,868,48,480,48,480,48,480,48,804,48,464,48,464,48,464,48,876,48,720,48,496,48,728,48,912,48,488,48,496,48,488,48,740,48,464,48,456,48
36,784,48,748,48,504,48,512,48,504,904,48,480,48,472,48,472,868,48,484,48,480,48,480,48,1052,496,48,496,48,496,48,868,476,48,484,48,480,48,772,48,496,496,48,496,48,508,48,728,508,48,508,48,896,48,744,48,472,472,48,896,48,472,48,472,468,48,796,48,728,48,512,48,720,828,48,496,48,496,48,496,864,48,476,48,480,48,480,48,828,496,48,496,48,496,48,1044,908,48,484,48,728,48,888,48,472,424,48,472,48,784,48,512,508,48,500,48,784,48,504,48,512,592,48,920,48,488,48,488
40,880,48,1200,48,624,424,48,476,924,48,492,48,496,496,48,884,500,48,500,48,496,808,48,472,468,48,468,48,880,496,48,496,500,48,748,48,472,472,48,472,480,48,732,48,488,496,48,920,908,48,492,48,736,912,48,488,492,48,492,48,768,920,48,480,908,48,800,48,464,464,48,464,876,48,492,48,496,496,48,808,468,48,468,48,464,880,48,736,500,48,500,48,908,488,48,496,628,48,756,48,472,472,48,472,756,48,476,48,488,640,48,944,908,48,508,48,736,900,48,504,516,48,604,48,808,920,48,464
44,852,48,748,492,48,504,620,48,908,472,48,472,476,48,872,476,476,48,476,824,48,488,492,48,488,868,48,488,476,48,480,768,500,48,492,500,48,496,916,48,512,496,48,892,916,48,464,916,892,48,468,468,48,464,792,48,720,504,48,496,828,48,488,492,492,48,856,476,48,472,476,48,828,488,48,488,492,48,860,916,508,48,772,884,48,464,420,48,464,772,48,496,492,48,496,772,492,48,500,620,48,916,916,48,480,912,48,880,492,48,496,620,824,48,724,508,48,488,872,48,480,512,48,608,856,48,736,508
48,1020,48,716,464,416,48,464,920,484,48,484,488,888,48,496,496,492,48,796,464,464,48,464,880,492,48,492,488,744,48,472,472,468,48,468,920,424,48,472,912,916,48,484,480,904,48,480,480,484,48,764,920,424,48,472,792,460,48,460,464,872,48,488,488,492,48,796,464,464,48,464,880,908,48,492,920,904,48,488,504,908,48,748,464,464,48,464,1048,468,48,476,656,936,48,736,512,548,48,900,504,528,48,608,800,908,48,460,920,880,48,888,520,772,48,828,920,520,48,776,768,908,48,484,480,912,48,480,440
52,772,48,740,488,528,792,48,908,476,476,472,48,864,472,472,472,832,48,492,496,496,860,48,472,468,468,772,48,496,496,496,496,908,48,508,496,900,920,48,472,500,892,472,48,472,472,788,920,508,48,772,832,496,496,48,496,856,468,472,48,472,828,496,496,492,48,856,936,472,472,48,888,468,420,472,48,772,488,488,488,772,48,492,528,792,924,48,736,500,548,880,48,480,432,480,836,908,48,492,920,860,472,48,480,644,856,920,48,512,920,792,920,508,48,508,900,472,424,48,472,892,468,424,48,472,788,920,520
56,748,48,716,464,416,464,924,496,492,48,492,876,488,488,488,800,468,48,468,464,872,488,488,496,748,48,468,472,472,464,920,424,468,48,912,920,520,968,912,488,492,48,492,756,920,424,464,800,468,48,468,464,872,480,480,480,804,48,468,464,464,776,928,488,484,48,912,488,528,792,748,464,420,48,460,744,464,416,464,940,908,48,500,920,892,496,536,784,804,48,732,424,464,872,488,520,788,48,828,920,520,440,768,920,508,48,772,916,488,528,792,912,492,48,500,624,764,912,424,464,796,48,468,416,464,1072,480,432
60,776,48,748,492,524,788,916,484,484,480,864,476,476,476,836,500,500,48,500,860,476,476,476,780,508,504,508,496,916,516,452,900,908,48,476,916,900,476,476,476,788,496,500,492,776,500,500,500,852,48,468,468,468,836,500,500,500,856,916,428,476,904,476,428,476,48,772,492,524,788,772,492,516,784,924,916,516,964,880,484,516,48,596,956,916,508,972,860,476,512,788,860,916,516,964,800,908,48,508,916,900,476,428,476,900,480,516,796,788,916,516,964,832,48,500,524,788,860,468,420,476,840,916,508,452,860,916,516
64,748,716,464,416,464,924,496,496,492,880,488,488,488,800,464,464,468,868,488,488,488,744,472,472,476,468,920,424,464,916,920,520,956,916,488,488,488,756,464,464,468,740,464,464,464,864,480,480,484,804,464,464,464,880,912,520,948,912,488,528,792,748,464,416,468,748,464,416,464,940,936,504,500,888,496,528,792,808,920,416,468,876,496,504,920,832,920,512,956,764,920,432,480,916,488,528,500,916,488,528,792,756,920,424,468,796,464,416,464,872,480,432,484,804,920,416,464,872,920,512,956,912,920,512,440,492,464,416
68,852,720,468,420,468,880,452,452,452,848,460,460,460,808,468,468,840,456,452,460,752,476,476,476,476,912,516,428,1248,908,412,444,868,448,444,768,476,476,476,804,420,464,468,744,452,452,452,808,468,472,840,916,420,452,868,444,404,448,752,468,420,468,756,468,908,900,908,420,460,860,476,500,908,804,916,420,468,848,460,412,832,912,516,964,772,916,516,964,560,456,396,444,564,444,412,444,512,472,476,532,468,420,468,840,452,408,460,808,916,508,436,840,908,552,868,916,412,444,496,468,420,472,500,484,492,644,568,452
72,756,720,476,428,476,924,492,492,892,504,500,500,804,916,420,468,884,496,508,748,476,476,476,476,908,552,916,916,516,444,796,916,548,768,476,476,476,804,468,468,884,496,492,500,804,468,468,468,884,656,500,908,500,492,916,756,476,904,756,484,492,532,940,500,500,904,508,524,788,804,932,468,884,496,524,788,836,924,484,484,780,856,484,916,492,516,796,916,484,912,772,916,508,436,804,468,908,880,500,516,788,804,916,420,884,928,500,500,1236,908,508,452,500,424,476,500,476,428,476,612,908,552,588,500,500,500,532,468
