4,68,68,68,68,68,68,68,242,68,68,68,68,68,68,68,382,68,68,68,68,68,68,68,243,68,68,68,68,68,68,68,383,68,68,68,68,68,68,68,243,68,68,68,68,68,68,68,383,68,68,68,68,68,68,68,242,68,68,68,68,68,68,68
8,68,68,68,244,68,68,68,382,68,68,68,242,68,68,68,381,68,68,68,242,68,68,68,382,68,68,68,242,68,68,68,392,68,68,68,244,68,68,68,392,68,68,68,245,68,68,68,391,68,68,68,245,68,68,68,391,68,68,68,245,68,68,68
12,68,68,243,68,68,382,68,242,68,68,383,68,68,242,68,383,68,68,241,68,68,390,68,245,68,68,391,68,68,245,68,390,68,68,245,68,68,391,68,245,68,68,382,68,68,243,68,381,68,68,242,68,68,381,68,242,68,68,382,68,68,242,68
16,68,243,68,383,68,241,68,383,68,242,68,382,68,242,68,391,68,244,68,392,68,244,68,393,68,245,68,390,68,244,68,382,68,242,68,382,68,243,68,381,68,242,68,381,68,243,68,391,68,244,68,391,68,244,68,393,68,244,68,393,68,244,68
20,68,243,68,381,243,68,381,242,68,382,68,242,391,68,245,391,68,245,68,391,244,68,391,244,68,382,68,242,381,68,243,381,68,242,68,382,242,68,392,245,68,391,68,245,391,68,245,391,68,245,68,391,233,68,390,233,68,389,68,233,388,68,232
24,68,244,381,243,68,381,243,382,68,242,392,244,68,393,244,390,68,245,391,245,68,383,242,382,68,241,383,242,68,381,243,391,68,244,391,245,68,390,244,391,68,245,390,233,68,391,232,390,68,232,390,232,68,391,234,392,68,233,391,234,68,390,234
28,68,243,382,241,382,242,382,242,68,392,244,393,244,392,244,391,68,245,382,242,383,242,381,243,68,382,243,391,245,390,245,391,68,244,391,245,390,232,391,232,68,391,232,389,233,392,234,391,68,234,392,233,393,233,390,233,68,390,232,390,232,389,233
32,243,381,242,382,242,381,243,392,244,392,245,391,244,392,244,382,242,383,242,382,243,381,243,391,244,392,245,391,243,391,244,391,233,390,232,390,233,389,233,391,234,392,233,391,234,393,234,389,233,391,232,390,233,390,232,392,234,391,234,392,234,390,234
36,243,381,242,382,243,381,241,391,391,245,390,246,390,246,381,381,244,380,244,380,245,390,245,390,392,244,391,245,390,233,389,389,232,390,232,391,233,392,234,392,391,234,389,232,391,233,390,389,232,392,234,393,233,391,234,391,412,249,410,249,410,248,411
40,243,381,241,383,379,244,391,391,246,389,245,390,381,244,380,381,241,383,242,392,391,245,390,392,244,391,233,390,390,232,391,392,233,392,234,391,391,234,389,390,231,389,231,390,391,234,390,392,234,391,234,412,412,248,414,410,248,411,247,411,411,248,410
44,243,382,379,246,379,393,244,392,390,246,390,383,242,381,381,381,243,392,391,244,391,392,244,389,391,231,392,389,232,392,392,391,233,392,389,233,390,390,232,390,391,235,391,392,233,391,412,412,249,411,413,248,412,411,248,410,411,247,411,412,248,410,411
48,244,382,379,383,242,391,392,391,244,391,382,380,244,380,382,391,245,391,392,390,245,390,391,389,233,389,392,391,235,391,391,391,232,391,389,391,231,392,392,391,233,393,410,411,248,411,412,411,248,411,411,410,248,412,411,411,248,412,411,411,248,410,412
52,242,383,381,381,391,244,391,390,391,380,244,381,381,380,390,392,244,391,390,391,391,231,391,389,391,392,234,391,391,389,391,390,232,391,390,393,390,234,391,412,411,410,249,411,410,411,410,411,248,411,412,412,411,248,412,409,413,410,248,403,401,401,400
56,243,381,380,382,393,389,393,390,246,379,382,380,382,390,392,389,246,389,391,391,391,388,392,392,233,391,391,390,389,392,388,392,234,392,392,391,411,412,412,411,249,411,411,412,410,411,411,412,248,411,413,410,412,409,403,402,243,399,402,405,400,405,401
60,243,382,379,382,392,390,391,390,380,383,380,383,391,391,391,390,246,389,392,389,391,392,390,391,392,390,389,391,389,392,390,390,234,392,412,412,411,412,410,411,410,412,410,411,412,411,410,412,248,410,412,403,400,402,400,403,399,405,399,403,399,402,398
64,381,382,380,393,390,393,390,383,380,382,380,391,390,391,391,389,393,388,392,390,393,390,391,390,391,388,390,391,391,392,390,413,412,412,412,411,410,412,410,411,411,412,410,412,410,411,410,402,400,399,401,403,402,403,403,401,400,400,400,405,400,404,402
68,380,382,380,393,390,392,390,383,379,382,381,390,392,391,392,388,392,389,392,391,392,393,390,390,392,388,393,391,392,391,412,412,411,411,411,411,412,410,412,410,413,412,410,410,412,401,400,400,404,402,403,401,400,400,401,400,405,400,403,402,393,392,391
72,382,382,379,393,389,393,390,382,380,382,391,391,391,391,391,390,391,391,392,391,390,390,389,390,392,392,392,392,412,412,412,411,410,411,410,411,412,410,411,412,409,411,402,401,402,400,403,402,404,402,399,402,400,401,403,401,392,392,392,392,391,389,392
76,381,383,380,390,390,392,382,380,382,380,391,392,391,390,389,391,391,392,391,393,388,391,390,392,391,392,414,412,412,410,413,409,412,411,412,412,412,410,411,409,402,400,402,405,400,404,401,399,401,400,403,402,404,393,392,392,391,390,390,390,391,391,391
80,379,383,379,392,391,392,382,380,381,391,391,391,392,390,390,390,394,391,393,389,390,389,391,391,390,414,412,412,412,410,410,413,412,412,410,411,411,410,401,400,402,403,400,404,399,401,400,400,406,400,404,393,393,392,391,388,389,391,390,394,388,391,389
84,382,381,380,391,391,392,381,380,383,389,392,391,391,391,388,392,390,391,391,389,391,391,390,393,410,411,411,410,411,412,411,412,410,409,413,409,403,400,402,404,400,404,400,400,399,402,403,401,391,394,392,389,393,390,390,392,391,392,389,392,403,402,402
88,380,383,391,390,393,379,383,380,389,392,391,390,390,390,391,392,391,390,390,390,391,392,390,412,412,411,412,411,411,411,411,411,412,409,402,401,401,404,400,404,400,400,400,402,403,401,392,393,391,389,390,390,391,392,391,392,390,389,404,403,400,403,400
92,381,382,392,392,390,381,382,379,391,391,390,391,391,391,393,390,391,391,388,392,392,391,411,412,411,412,409,411,412,411,411,411,411,403,400,402,405,400,400,400,401,404,399,406,392,393,391,391,389,390,390,392,390,389,390,402,403,401,402,402,402,402,402
96,380,381,391,392,390,379,382,393,390,393,389,392,390,392,391,391,389,390,391,391,391,413,410,412,410,411,411,412,411,413,409,402,400,401,404,400,405,400,400,402,403,401,392,392,391,390,391,391,391,391,390,390,389,402,403,401,401,403,401,402,401,403,402
100,381,381,393,389,392,380,383,391,391,390,390,390,392,392,391,390,390,393,392,390,411,411,412,412,409,412,411,413,410,410,402,400,401,404,400,400,401,401,403,401,392,393,391,390,391,390,390,392,389,391,389,403,402,401,403,401,401,402,401,403,401,406,402
104,381,381,392,389,379,382,380,391,390,389,391,389,393,390,391,390,391,391,392,411,412,410,412,410,412,411,410,413,409,403,400,404,400,404,401,400,401,405,401,391,392,389,390,391,390,391,391,389,390,402,403,402,402,401,401,403,401,402,402,405,401,402,400
108,381,382,390,391,381,381,380,391,391,392,389,392,391,392,392,388,392,391,411,412,411,411,411,411,412,411,413,409,402,400,404,400,405,401,399,401,403,392,392,393,391,391,391,392,391,391,389,403,402,400,403,401,404,400,401,402,402,404,402,401,399,406,400
112,382,381,392,390,383,379,392,390,393,389,392,392,390,390,390,392,392,392,411,411,412,410,411,412,410,411,412,401,402,404,401,402,400,400,405,400,393,392,390,390,390,392,391,390,390,401,403,402,402,402,400,402,402,402,405,401,405,399,402,401,406,400,400
116,381,381,391,391,379,383,390,391,390,391,390,390,392,391,390,391,391,411,412,410,412,410,412,411,411,409,401,400,404,402,401,400,401,404,401,393,391,391,389,391,391,390,390,390,402,403,402,401,401,402,401,403,405,403,404,401,402,401,403,400,402,391,392
120,380,383,391,391,379,382,390,390,391,390,393,391,391,389,393,391,392,411,411,413,410,411,412,410,411,402,400,403,401,401,399,406,400,405,392,393,389,391,391,392,388,391,401,404,401,402,402,402,402,402,401,402,406,400,400,401,405,400,401,391,390,379,383
124,381,382,391,391,379,384,389,393,388,391,392,391,390,389,391,391,411,412,411,412,410,412,412,409,402,401,400,405,401,400,400,405,400,393,392,390,391,391,390,390,390,403,403,403,401,402,401,403,402,404,402,400,399,405,400,402,400,391,391,381,382,390,392
128,381,391,391,381,381,391,389,390,391,391,391,389,391,390,392,412,411,412,409,411,410,412,411,401,402,404,401,400,400,404,403,391,392,391,389,392,392,389,391,403,402,402,402,402,400,403,402,404,402,400,401,403,402,400,399,392,390,382,380,391,391,381,380
132,381,391,391,382,381,391,391,391,390,390,392,390,389,392,390,412,412,410,410,411,412,411,410,402,399,405,400,401,400,403,400,392,390,391,392,392,390,390,403,402,401,402,403,400,402,401,406,402,400,400,403,402,400,400,392,391,381,380,392,391,383,379,249
136,382,391,390,383,379,393,389,391,390,391,391,389,391,390,392,411,411,411,411,412,411,409,402,400,405,401,401,401,403,402,392,389,391,392,391,390,390,403,401,402,402,403,401,401,402,406,401,401,404,401,401,401,392,389,382,379,392,390,383,380,250,249,249
140,379,393,390,383,379,392,389,391,391,392,391,389,392,391,412,411,412,410,411,412,412,403,401,403,401,401,400,404,400,394,393,389,392,391,390,390,400,403,402,402,402,402,401,407,402,401,400,404,402,400,400,392,389,383,391,391,380,382,249,250,248,248,248
144,380,392,391,381,380,392,390,391,392,391,389,389,391,392,411,412,410,410,413,410,409,403,400,402,401,399,405,401,391,394,390,392,391,389,390,403,402,402,401,402,401,402,406,402,400,400,404,401,400,390,391,382,379,392,390,383,249,249,249,249,248,248,248
148,382,392,391,382,379,392,389,391,391,391,391,390,392,411,411,410,410,413,411,410,401,400,405,400,403,404,401,392,392,388,390,392,389,392,402,402,402,402,401,402,402,406,401,400,402,402,400,399,391,391,382,391,392,379,383,249,250,248,249,249,249,248,231
152,381,391,391,382,379,392,390,390,392,391,390,392,392,411,410,411,412,411,410,411,403,403,402,400,401,404,393,392,391,389,393,390,390,401,403,402,402,401,401,403,402,405,399,403,404,401,399,391,381,379,393,390,384,249,249,249,248,248,248,248,232,230,232
