8192,13
8448,13
8704,13
8960,13
9216,13
9472,13
9728,13
9984,13
10240,13
10496,13
10752,13
11008,13
11264,13
11520,13
11776,13
12032,13
12288,13
12544,13
12800,13
13056,13
13312,13
13568,13
13824,13
14080,13
14336,13
14592,13
14848,13
15104,13
15360,13
15616,13
15872,13
16128,13
16384,13
16640,13
16896,13
17152,13
17408,13
17664,13
17920,13
18176,13
18432,13
18688,13
18944,13
19200,13
19456,13
19712,13
19968,13
20224,13
20480,13
20736,13
20992,13
21248,13
21504,13
21760,13
22016,13
22272,13
22528,13
22784,13
23040,13
23296,13
23552,13
23808,13
24064,13
24320,13
24576,13
24832,13
25088,13
25344,13
25600,13
25856,13
26112,13
26368,13
26624,13
26880,13
27136,13
27392,13
27648,13
27904,13
28160,13
28416,13
28672,13
28928,13
29184,13
29440,13
29696,13
29952,13
30208,13
30464,13
30720,13
30976,13
31232,13
31488,13
31744,13
32000,13
32256,13
32512,13
32768,13
33024,13
33280,13
33536,13
33792,13
34048,13
34304,13
34560,13
34816,13
35072,13
35328,13
35584,13
35840,13
36096,13
36352,13
36608,13
36864,13
37120,13
37376,13
37632,13
37888,13
38144,13
38400,13
38656,13
38912,13
39168,13
39424,13
39680,13
39936,13
40192,13
40448,13
40704,13
40960,13
41216,13
41472,13
41728,13
41984,13
42240,13
42496,13
42752,13
43008,13
43264,13
43520,13
43776,13
44032,13
44288,13
44544,13
44800,13
45056,13
45312,13
45568,13
45824,13
46080,13
46336,13
46592,13
46848,13
47104,13
47360,13
47616,13
47872,13
48128,13
48384,13
48640,13
48896,13
49152,13
49408,13
49664,13
49920,13
50176,13
50432,13
50688,13
50944,13
51200,13
51456,13
51712,13
51968,13
52224,13
52480,13
52736,13
52992,13
53248,13
53504,13
53760,13
54016,13
54272,13
54528,13
54784,13
55040,13
55296,13
55552,13
55808,13
56064,13
56320,13
56576,13
56832,13
57088,13
57344,13
57600,13
57856,13
58112,13
58368,13
58624,13
58880,13
59136,13
59392,13
59648,13
59904,13
60160,13
60416,13
60672,13
60928,13
61184,13
61440,13
61696,13
61952,13
62208,13
62464,13
62720,13
62976,13
63232,13
63488,13
63744,13
64000,13
64256,13
64512,13
