threads,2,4,8,16,32,64,128,256,512,1024,2048,4096,8192,16384,32768,65536,131072,262144
32,9.91516,10.4838,10.7933,10.9549,11.0377,11.0795,11.1006,11.1111,11.1164,11.119,11.1203,11.121,11.1213,11.1215,11.1216,11.1216,11.1216,11.1216
64,19.4584,20.597,21.2177,21.5424,21.7084,21.7924,21.8347,21.8558,21.8664,21.8717,21.8744,21.8757,21.8764,21.8767,21.8769,21.877,21.877,21.877
128,22.1935,24.1972,25.3411,25.9546,26.2727,26.4346,26.5163,26.5574,26.578,26.5883,26.5934,26.596,26.5973,26.5979,26.5983,26.5984,26.5985,26.5985
256,19.6444,22.4426,24.3445,25.4692,26.2738,26.2942,26.4455,26.5251,26.5601,26.5793,26.589,26.5938,26.5973,26.5974,26.598,26.5983,26.5984,26.5985
512,37.2089,44.3328,47.8471,50.7767,52.5002,52.872,52.842,53.0186,53.1265,53.1671,53.1845,53.1919,53.1915,53.1943,53.1957,53.1965,53.197,53.197
1024,75.3442,85.3488,92.4265,95.9786,97.9746,98.8132,99.5966,99.7747,99.8966,100.045,100.04,100.096,100.104,100.114,100.126,100.116,99.6191,100.096
