8192,72
8448,72
8704,72
8960,72
9216,72
9472,72
9728,72
9984,72
10240,72
10496,72
10752,72
11008,72
11264,72
11520,72
11776,72
12032,72
12288,72
12544,72
12800,72
13056,72
13312,72
13568,72
13824,72
14080,72
14336,72
14592,72
14848,72
15104,72
15360,72
15616,72
15872,72
16128,72
16384,72
16640,72
16896,72
17152,72
17408,72
17664,72
17920,72
18176,72
18432,72
18688,72
18944,72
19200,72
19456,72
19712,72
19968,72
20224,72
20480,72
20736,72
20992,72
21248,72
21504,72
21760,72
22016,72
22272,72
22528,72
22784,72
23040,72
23296,72
23552,72
23808,72
24064,72
24320,72
24576,72
24832,72
25088,72
25344,72
25600,72
25856,72
26112,72
26368,72
26624,72
26880,72
27136,72
27392,72
27648,72
27904,72
28160,72
28416,72
28672,72
28928,72
29184,72
29440,72
29696,72
29952,72
30208,72
30464,72
30720,72
30976,72
31232,72
31488,72
31744,72
32000,72
32256,72
32512,72
32768,72
33024,72
33280,72
33536,72
33792,72
34048,72
34304,72
34560,72
34816,72
35072,72
35328,72
35584,72
35840,72
36096,72
36352,72
36608,72
36864,72
37120,72
37376,72
37632,72
37888,72
38144,72
38400,72
38656,72
38912,72
39168,72
39424,72
39680,72
39936,72
40192,72
40448,72
40704,72
40960,72
41216,72
41472,72
41728,72
41984,72
42240,72
42496,72
42752,72
43008,72
43264,72
43520,72
43776,72
44032,72
44288,72
44544,72
44800,72
45056,72
45312,72
45568,72
45824,72
46080,72
46336,72
46592,72
46848,72
47104,72
47360,72
47616,72
47872,72
48128,72
48384,72
48640,72
48896,72
49152,72
49408,72
49664,72
49920,72
50176,72
50432,72
50688,72
50944,72
51200,72
51456,72
51712,72
51968,72
52224,72
52480,72
52736,72
52992,72
53248,72
53504,72
53760,72
54016,72
54272,72
54528,72
54784,72
55040,72
55296,72
55552,72
55808,72
56064,72
56320,72
56576,72
56832,72
57088,72
57344,72
57600,72
57856,72
58112,72
58368,72
58624,72
58880,72
59136,72
59392,72
59648,72
59904,72
60160,72
60416,72
60672,72
60928,72
61184,72
61440,72
61696,72
61952,72
62208,72
62464,72
62720,72
62976,72
63232,72
63488,72
63744,72
64000,72
64256,72
64512,72
