64,768,118,118,117,278,118,117,117,269,118,118,117,280,118,118,117,276,118,118,117,274,118,118,117,274,118,118,117,274,118,118,117,269,118,118,117,278,118,118,117,269,118,118,117,279,118,118,123
68,767,118,118,117,279,118,117,117,269,118,118,117,279,118,118,117,275,118,118,274,118,118,118,274,118,118,118,274,118,118,118,268,118,118,279,117,118,118,270,117,118,118,279,117,118,118,270,123
72,767,118,118,117,279,118,117,117,269,118,118,278,118,118,118,274,118,118,275,117,118,118,275,117,118,275,118,117,118,270,118,117,279,118,118,117,268,118,118,117,279,118,118,268,118,118,118,273
76,766,118,118,117,279,118,117,268,118,118,118,278,118,118,275,117,118,274,118,117,118,275,118,117,275,118,118,268,118,118,118,278,118,118,269,117,118,118,279,117,118,269,118,117,268,118,118,123
80,929,118,118,117,279,118,117,268,118,118,279,117,118,275,118,117,274,118,118,117,274,118,118,273,118,118,269,117,118,279,118,117,269,118,118,117,279,118,118,269,118,118,268,117,118,269,118,123
84,769,118,118,117,279,118,117,268,118,118,279,117,118,274,118,117,275,118,118,273,118,118,275,117,118,270,118,117,279,118,118,269,118,118,279,117,118,269,118,117,269,118,118,269,118,118,269,123
88,766,118,118,278,118,118,269,117,118,279,118,117,274,118,118,273,118,118,275,117,118,275,118,117,269,118,118,278,118,118,270,117,279,118,118,269,118,118,269,117,118,270,118,117,269,118,118,274
92,765,118,118,277,118,118,269,117,118,279,118,117,274,118,275,117,118,274,118,117,275,118,118,268,118,118,279,117,269,118,118,278,118,118,270,117,118,269,118,268,118,118,269,117,118,269,118,123
96,765,118,118,278,118,118,268,117,279,118,118,274,118,118,275,117,274,118,118,274,118,118,269,117,279,118,118,269,118,118,279,117,269,118,118,267,118,118,269,117,268,118,118,267,118,118,279,123
100,765,118,118,278,118,118,269,117,279,118,118,273,118,274,118,117,275,118,275,117,118,270,118,117,279,118,270,117,118,279,118,269,118,118,268,117,270,118,118,267,118,268,118,117,279,118,118,274
104,767,118,118,278,118,270,117,117,279,118,274,117,118,274,118,274,118,118,274,117,270,118,118,278,118,270,118,117,279,118,269,117,268,118,118,268,118,269,118,117,269,118,279,117,118,269,118,284
108,763,118,118,277,118,268,117,117,278,118,274,117,275,118,118,275,118,275,118,268,118,118,280,117,269,118,118,279,118,270,118,267,118,118,270,117,268,118,268,117,118,278,118,267,118,118,279,123
112,764,118,118,279,118,269,117,279,118,118,275,117,273,118,276,117,274,118,118,269,118,278,118,268,118,118,280,117,270,118,268,117,269,118,118,268,118,268,118,279,118,118,268,117,279,118,279,123
116,773,118,118,277,118,270,117,278,118,275,118,117,275,118,273,117,275,118,269,117,279,118,118,270,118,278,118,270,118,268,118,269,118,118,268,117,267,118,279,117,268,118,279,117,118,279,118,273
120,764,118,118,278,118,269,117,278,118,274,118,274,118,274,118,273,118,118,270,117,279,118,269,117,279,118,270,117,268,118,269,117,269,118,118,267,118,278,118,268,118,279,118,278,118,269,118,283
124,766,118,118,278,118,269,117,277,118,274,118,275,118,274,118,275,118,269,118,278,118,269,118,278,118,270,118,268,118,270,118,268,118,118,268,117,279,118,268,117,279,118,280,117,268,118,279,123
128,768,118,278,117,269,118,278,117,274,118,275,117,274,118,274,117,268,118,279,117,269,118,278,117,269,118,268,117,270,118,268,117,268,118,278,117,268,118,279,117,278,118,268,117,279,118,268,123
132,767,118,279,117,269,118,276,117,275,118,274,117,275,118,274,117,268,118,279,117,269,118,278,117,269,118,269,117,270,118,269,117,268,280,118,268,118,279,118,278,118,267,118,277,118,268,118,272
136,841,118,278,117,269,118,278,117,275,118,275,117,275,118,275,117,269,278,118,269,118,279,118,268,118,268,118,268,118,268,118,267,278,118,268,117,278,118,279,117,268,118,279,117,268,118,268,123
140,814,118,279,117,269,118,278,117,274,118,275,274,118,274,118,269,118,279,118,268,118,279,269,117,268,118,269,117,268,118,268,117,278,269,118,278,118,278,118,267,118,278,118,267,268,118,278,123
144,772,118,279,117,269,118,277,117,274,275,118,274,118,274,118,268,278,118,269,117,279,118,269,117,268,269,118,268,118,268,118,278,268,118,278,117,279,118,269,117,278,268,118,267,118,279,118,273
148,771,118,279,117,269,118,278,274,118,274,118,274,118,274,270,117,279,118,269,117,279,270,118,267,118,269,268,117,268,118,278,117,268,279,118,278,118,268,118,278,268,118,268,117,279,268,118,284
152,771,118,278,117,269,118,277,274,118,275,118,274,274,118,269,117,278,269,118,278,118,269,268,117,270,118,268,267,118,279,118,267,279,118,279,117,268,118,279,267,118,268,118,278,268,118,278,123
156,773,118,278,117,269,279,117,274,118,275,275,117,275,118,270,277,118,269,118,278,269,118,269,269,118,269,118,267,279,118,268,117,278,279,118,267,118,278,268,117,268,118,279,267,118,279,274,123
160,764,118,278,117,270,278,117,273,274,118,273,117,274,270,118,277,269,118,279,117,268,268,118,268,267,118,269,117,277,268,118,278,277,118,267,117,277,267,118,267,277,118,267,117,278,273,118,276
164,771,118,279,117,270,280,117,274,273,118,273,274,118,268,118,278,268,118,279,268,118,267,269,117,268,268,118,277,118,269,278,117,280,269,118,277,269,118,268,117,280,267,118,279,273,118,273,279
168,770,118,279,117,270,280,117,275,275,118,274,274,118,269,279,117,269,280,118,268,269,118,270,268,118,268,279,117,267,278,118,277,268,118,279,117,267,268,118,277,268,118,277,273,118,272,274,123
172,772,118,280,269,118,279,274,117,275,274,118,274,269,118,278,267,118,279,268,117,268,269,118,266,268,118,279,268,118,279,279,117,268,278,118,267,269,118,279,267,118,279,273,117,273,273,118,278
176,773,118,279,269,118,280,274,117,275,274,118,274,269,118,277,268,278,118,269,267,118,269,268,117,268,279,118,268,280,118,278,268,279,118,269,268,118,280,269,117,278,275,118,271,274,118,273,270
180,767,118,279,267,118,278,274,117,275,274,274,117,270,279,118,268,279,118,270,268,270,118,268,268,118,279,269,117,279,279,268,117,279,269,118,268,279,268,118,278,274,118,273,273,118,273,265,270
