4,415,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,111,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,111,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,111,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41
8,411,41,41,41,41,41,41,41,111,41,41,41,41,41,41,41,111,41,41,41,41,41,41,41,111,41,41,41,41,41,41,41,307,41,41,41,41,41,41,41,111,41,41,41,41,41,41,41,111,41,41,41,41,41,41,41,111,41,41,41,41,41,41,41
12,416,41,41,41,41,41,111,41,41,41,41,111,41,41,41,41,111,41,41,41,41,41,307,41,41,41,41,111,41,41,41,41,111,41,41,41,41,41,111,41,41,41,41,300,41,41,41,41,111,41,41,41,41,41,111,41,41,41,41,111,41,41,41,41
16,414,41,41,41,111,41,41,41,111,41,41,41,111,41,41,41,306,41,41,41,111,41,41,41,111,41,41,41,111,41,41,41,296,41,41,41,111,41,41,41,111,41,41,41,111,41,41,41,307,41,41,41,111,41,41,41,111,41,41,41,111,41,41,41
20,413,41,41,41,111,41,41,110,41,41,111,41,41,306,41,41,111,41,41,41,111,41,41,111,41,41,299,41,41,111,41,41,111,41,41,41,111,41,41,308,41,41,111,41,41,111,41,41,111,41,41,41,335,41,41,111,41,41,111,41,41,111,41,41
24,415,41,41,110,41,41,111,41,111,41,41,304,41,41,111,41,111,41,41,111,41,41,299,41,111,41,41,111,41,41,111,41,308,41,41,111,41,41,111,41,111,41,41,337,41,41,111,41,111,41,41,111,41,41,315,41,111,41,41,111,41,41,111,41
28,413,41,41,110,41,111,41,110,41,41,305,41,111,41,111,41,111,41,41,299,41,111,41,111,41,41,111,41,310,41,111,41,111,41,41,111,41,335,41,111,41,41,111,41,111,41,314,41,111,41,41,111,41,111,41,339,41,41,111,41,111,41,111,41
32,411,41,111,41,111,41,111,41,305,41,111,41,111,41,111,41,298,41,111,41,111,41,111,41,310,41,111,41,111,41,111,41,337,41,111,41,111,41,111,41,313,41,111,41,111,41,111,41,337,41,111,41,111,41,111,41,316,41,111,41,111,41,111,41
36,414,41,111,41,111,41,111,41,305,111,41,111,41,111,41,301,111,41,111,41,111,41,308,41,111,111,41,111,41,337,41,111,111,41,111,41,314,41,111,41,111,111,41,339,41,111,41,111,111,41,319,41,111,41,111,41,111,325,41,111,41,111,41,111
40,416,41,111,41,111,111,41,305,111,41,111,41,111,298,41,111,111,41,111,41,308,111,41,111,111,41,338,41,111,111,41,111,316,41,111,41,111,111,41,337,111,41,111,41,111,315,41,111,111,41,111,41,325,111,41,111,111,41,319,41,111,111,41,111
44,411,41,111,110,41,111,307,41,111,111,41,111,297,41,111,111,111,41,309,111,41,111,111,41,333,111,41,111,111,41,315,111,111,41,111,334,41,111,111,41,111,318,41,111,111,41,111,324,111,41,111,111,41,318,111,41,111,111,41,327,111,41,111,111
48,412,41,111,110,111,41,307,110,111,41,111,300,111,41,111,111,307,41,111,111,111,41,337,111,111,41,111,312,111,41,111,111,339,41,111,111,111,41,318,111,111,41,111,324,111,41,111,111,318,41,111,111,111,41,331,111,111,41,111,317,111,41,111,111
52,410,41,111,110,111,307,41,110,111,111,299,41,111,111,111,309,111,41,111,111,336,111,41,111,111,316,111,41,111,111,339,111,111,41,111,314,111,111,41,111,326,111,111,41,111,314,111,111,111,41,331,111,111,111,41,318,111,111,111,41,296,111,111,111
56,410,41,111,110,111,306,111,110,111,41,299,111,111,111,308,111,111,41,111,338,111,111,111,313,111,41,111,111,337,111,111,111,315,41,111,111,111,327,111,111,111,41,316,111,111,111,331,111,111,41,111,319,111,111,111,296,111,41,111,111,305,111,111,111
60,415,41,111,110,111,305,111,110,111,301,111,111,111,307,111,111,111,41,334,111,111,111,316,111,111,111,337,111,111,111,318,111,111,41,111,325,111,111,111,318,111,111,111,330,111,111,111,319,111,41,111,111,297,111,111,111,306,111,111,111,295,111,111,111
64,414,111,111,110,307,111,111,110,298,111,111,111,309,111,111,111,334,111,111,111,315,111,111,111,340,111,111,111,315,111,111,111,327,111,111,111,315,111,111,111,329,111,111,111,320,111,111,111,294,111,111,111,306,111,111,111,296,111,111,111,308,111,111,111
68,414,111,111,110,308,111,111,110,298,111,111,111,309,111,111,111,334,111,111,316,111,111,111,338,111,111,111,318,111,111,111,325,111,111,316,111,111,111,328,111,111,111,319,111,111,111,296,111,111,303,111,111,111,297,111,111,111,305,111,111,111,493,111,111
72,415,111,111,110,305,111,111,110,298,111,111,310,111,111,111,334,111,111,316,111,111,111,337,111,111,319,111,111,111,325,111,111,319,111,111,111,329,111,111,111,320,111,111,295,111,111,111,304,111,111,297,111,111,111,306,111,111,499,111,111,111,489,111,111
76,412,111,111,110,307,111,111,297,111,111,111,310,111,111,334,111,111,315,111,111,111,338,111,111,317,111,111,325,111,111,111,318,111,111,328,111,111,111,321,111,111,294,111,111,306,111,111,111,295,111,111,308,111,111,490,111,111,111,488,111,111,493,111,111
80,414,111,111,110,307,111,111,295,111,111,308,111,111,335,111,111,313,111,111,111,339,111,111,317,111,111,327,111,111,318,111,111,329,111,111,111,320,111,111,296,111,111,305,111,111,295,111,111,308,111,111,111,498,111,111,481,111,111,499,111,111,483,111,111
84,411,111,111,110,306,111,111,299,111,111,306,111,111,336,111,111,315,111,111,340,111,111,317,111,111,324,111,111,318,111,111,329,111,111,320,111,111,293,111,111,305,111,111,297,111,111,305,111,111,500,111,111,483,111,111,500,111,111,484,111,111,468,111,111
88,413,111,111,303,111,111,299,110,111,309,111,111,334,111,111,315,111,111,337,111,111,318,111,111,326,111,111,318,111,111,331,111,317,111,111,296,111,111,305,111,111,295,111,111,307,111,111,492,111,111,487,111,111,494,111,111,490,111,111,468,111,111,489,111
92,412,111,111,303,111,111,299,110,111,308,111,111,335,111,317,111,111,337,111,111,318,111,111,325,111,111,318,111,328,111,111,321,111,111,294,111,111,306,111,295,111,111,309,111,111,492,111,111,485,111,111,502,111,486,111,111,469,111,111,490,111,111,466,111
96,413,111,111,304,111,111,299,110,309,111,111,333,111,111,314,111,337,111,111,319,111,111,326,111,318,111,111,325,111,111,321,111,294,111,111,306,111,111,296,111,308,111,111,492,111,111,488,111,495,111,111,485,111,111,470,111,485,111,111,471,111,111,495,111
100,414,111,111,304,111,111,299,110,309,111,111,334,111,316,111,111,337,111,317,111,111,325,111,111,319,111,328,111,111,321,111,294,111,111,306,111,297,111,111,306,111,498,111,111,488,111,111,495,111,491,111,111,468,111,484,111,111,471,111,491,111,111,506,111
104,412,111,111,305,111,300,111,110,307,111,336,111,111,315,111,339,111,111,314,111,326,111,111,318,111,327,111,111,319,111,295,111,302,111,111,297,111,308,111,111,491,111,487,111,111,494,111,489,111,111,461,111,488,111,111,468,111,492,111,111,508,111,517,111
108,414,111,111,306,111,298,111,110,308,111,337,111,313,111,111,337,111,317,111,325,111,111,318,111,331,111,111,317,111,296,111,306,111,111,295,111,308,111,498,111,111,485,111,499,111,111,483,111,467,111,488,111,111,470,111,489,111,511,111,111,518,111,512,111
112,414,111,111,306,111,297,111,307,111,111,336,111,315,111,336,111,317,111,111,328,111,315,111,327,111,111,320,111,294,111,305,111,297,111,111,305,111,497,111,487,111,111,494,111,489,111,466,111,486,111,111,469,111,488,111,511,111,111,515,111,510,111,522,111
116,415,111,111,306,111,299,111,308,111,337,111,111,313,111,337,111,318,111,324,111,317,111,111,327,111,321,111,296,111,303,111,296,111,111,308,111,493,111,487,111,496,111,490,111,111,468,111,486,111,470,111,492,111,509,111,111,521,111,509,111,520,111,501,111
120,412,111,111,306,111,299,111,306,111,336,111,314,111,339,111,318,111,111,326,111,315,111,330,111,317,111,296,111,305,111,295,111,307,111,111,493,111,483,111,499,111,489,111,466,111,488,111,470,111,111,489,111,512,111,520,111,506,111,521,111,501,111,496,111
124,413,111,111,304,111,298,111,306,111,337,111,314,111,337,111,319,111,326,111,316,111,331,111,319,111,295,111,306,111,296,111,306,111,111,495,111,483,111,501,111,485,111,468,111,486,111,467,111,491,111,507,111,520,111,510,111,522,111,500,111,498,111,502,111
128,416,111,306,110,301,111,308,110,334,111,317,111,338,111,319,111,325,111,316,111,331,111,318,111,295,111,305,111,295,111,308,111,491,111,488,111,495,111,491,111,463,111,489,111,466,111,492,111,508,111,513,111,513,111,517,111,505,111,492,111,506,111,493,111
132,412,111,307,110,298,111,307,110,337,111,314,111,340,111,316,111,325,111,318,111,328,111,321,111,294,111,304,111,298,111,306,111,499,482,111,501,111,485,111,469,111,484,111,472,111,487,111,513,111,512,111,515,111,517,111,504,111,491,111,507,111,492,111,500
136,413,111,306,110,297,111,309,110,335,111,314,111,340,111,318,111,324,317,111,330,111,320,111,293,111,304,111,296,111,307,111,490,486,111,499,111,484,111,467,111,488,111,466,111,492,111,506,111,522,512,111,519,111,503,111,490,111,506,111,492,111,498,111,477
140,412,111,306,110,299,111,307,110,337,111,316,335,111,318,111,328,111,317,111,331,111,321,296,111,302,111,298,111,307,111,492,111,486,500,111,488,111,467,111,483,111,469,111,492,502,111,521,111,511,111,514,111,501,111,491,504,111,494,111,499,111,475,111,497
144,414,111,304,110,300,111,309,110,334,315,111,339,111,318,111,324,317,111,330,111,319,111,294,111,305,296,111,304,111,495,111,487,495,111,490,111,464,111,491,111,469,489,111,511,111,513,111,512,516,111,503,111,495,111,504,111,496,491,111,475,111,500,111,478
148,413,111,304,110,299,111,309,335,111,313,111,339,111,317,326,111,315,111,331,111,320,293,111,305,111,297,305,111,497,111,481,111,499,483,111,467,111,488,111,464,492,111,510,111,518,512,111,520,111,501,111,495,504,111,489,111,497,111,469,500,111,477,111,489
152,415,111,304,110,301,111,307,333,111,317,111,337,316,111,328,111,316,331,111,319,111,294,306,111,297,111,307,499,111,483,111,502,485,111,469,111,484,111,469,488,111,509,111,524,508,111,520,111,497,496,111,499,111,499,492,111,477,111,496,480,111,486,111,493
156,415,111,305,110,298,310,111,334,111,314,340,111,316,111,324,318,111,328,111,321,297,111,304,296,111,307,111,492,489,111,495,111,491,463,111,492,111,465,493,111,508,111,522,507,111,521,499,111,499,111,502,500,111,494,111,478,497,111,482,111,485,498,111,487
160,413,111,308,110,298,307,111,336,314,111,338,111,319,325,111,317,331,111,318,111,295,306,111,295,306,111,497,111,482,502,111,484,469,111,487,111,471,483,111,512,512,111,513,111,515,504,111,491,506,111,492,111,498,472,111,503,474,111,493,111,494,494,111,495
